ClientCode	Application	Feature	Upin	Comment
1031	Campaigns	CMP	TEST_1031_CAMP_USER2	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER3	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER4	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER5	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER6	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER7	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER8	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER9	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER10	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER11	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER12	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER13	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER14	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER15	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER16	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER17	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER18	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER19	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER20	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER21	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER22	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER23	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER24	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER25	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER26	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER27	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER28	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER29	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER30	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER31	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER32	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER33	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER34	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER35	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER36	Use only for Campaigns testing.
1031	Campaigns	CMP	TEST_1031_CAMP_USER37	Use only for Campaigns testing.
