ClientCode	Application	Feature	Upin	Comment
1030	Campaigns	CMP	TEST_1030_CMP_USER168	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER169	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER170	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER171	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER172	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER173	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER174	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER175	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER176	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER177	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER178	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER179	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER180	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER181	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER182	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER183	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER184	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER185	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER186	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER187	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER188	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER189	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER190	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER191	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER192	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER193	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER194	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER195	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER196	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER197	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER198	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER199	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER200	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER201	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER202	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER203	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER204	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER205	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER206	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER207	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER208	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER209	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER210	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER211	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER212	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER213	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER214	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER215	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER216	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER217	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER218	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER219	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER220	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER221	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER222	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER223	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER224	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER225	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER226	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER227	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER228	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER229	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER230	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER231	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER232	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER233	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER234	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER235	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER236	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER237	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER238	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER239	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER240	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER241	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER242	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER243	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER244	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER245	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER246	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER247	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER248	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER249	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER250	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER251	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER252	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER253	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER254	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER255	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER256	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER257	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER258	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER259	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER260	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER261	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER262	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER263	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER264	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER265	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER266	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER267	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER268	Use only for Campaigns testing.
1030	Campaigns	CMP	TEST_1030_CMP_USER269	Use only for Campaigns testing.
